,context,next_token,metric_value
834,"['assistant', 'Ċ', '<']",['assistant'],-0.0
835,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
836,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
837,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
838,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
839,"['assistant', 'Ċ', '<']",['assistant'],-0.0
840,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
841,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
842,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
843,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
844,"['assistant', 'Ċ', '<']",['assistant'],-0.0
845,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
846,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
847,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
848,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
849,"['assistant', 'Ċ', '<']",['assistant'],-0.0
850,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
851,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
852,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
853,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
854,"['assistant', 'Ċ', '<']",['assistant'],-0.0
855,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
856,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
857,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
858,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
859,"['assistant', 'Ċ', '<']",['assistant'],-0.0
860,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
861,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
862,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
863,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
864,"['assistant', 'Ċ', '<']",['assistant'],-0.0
865,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
866,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
867,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
868,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
869,"['assistant', 'Ċ', '<']",['assistant'],-0.0
870,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
871,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
872,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
873,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
874,"['assistant', 'Ċ', '<']",['assistant'],-0.0
875,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
876,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
877,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
878,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
879,"['assistant', 'Ċ', '<']",['assistant'],-0.0
880,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
881,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
882,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
883,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
884,"['assistant', 'Ċ', '<']",['assistant'],-0.0
885,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
886,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
887,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
888,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
889,"['assistant', 'Ċ', '<']",['assistant'],-0.0
890,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
891,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
892,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
893,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
894,"['assistant', 'Ċ', '<']",['assistant'],-0.0
895,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
896,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
897,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
898,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
899,"['assistant', 'Ċ', '<']",['assistant'],-0.0
900,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
901,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
902,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
903,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
904,"['assistant', 'Ċ', '<']",['assistant'],-0.0
905,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
906,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
907,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
908,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
909,"['assistant', 'Ċ', '<']",['assistant'],-0.0
910,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
911,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
912,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
913,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
914,"['assistant', 'Ċ', '<']",['assistant'],-0.0
915,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
916,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
917,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
918,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
919,"['assistant', 'Ċ', '<']",['assistant'],-0.0
920,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
921,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
922,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
923,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
924,"['assistant', 'Ċ', '<']",['assistant'],-0.0
925,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
926,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
927,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
928,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
929,"['assistant', 'Ċ', '<']",['assistant'],-0.0
930,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
931,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
932,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
933,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
934,"['assistant', 'Ċ', '<']",['assistant'],-0.0
935,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
936,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
937,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
938,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
939,"['assistant', 'Ċ', '<']",['assistant'],-0.0
940,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
941,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
942,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
943,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
944,"['assistant', 'Ċ', '<']",['assistant'],-0.0
945,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
946,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
947,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
948,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
949,"['assistant', 'Ċ', '<']",['assistant'],-0.0
950,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
951,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
952,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
953,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
954,"['assistant', 'Ċ', '<']",['assistant'],-0.0
955,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
956,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
957,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
958,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
959,"['assistant', 'Ċ', '<']",['assistant'],-0.0
960,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
961,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
962,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
963,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
964,"['assistant', 'Ċ', '<']",['assistant'],-0.0
965,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
966,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
967,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
968,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
969,"['assistant', 'Ċ', '<']",['assistant'],-0.0
970,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
971,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
972,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
973,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
974,"['assistant', 'Ċ', '<']",['assistant'],-0.0
975,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
976,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
977,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
978,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
979,"['assistant', 'Ċ', '<']",['assistant'],-0.0
980,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
981,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
982,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
983,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
984,"['assistant', 'Ċ', '<']",['assistant'],-0.0
985,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
986,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
987,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
988,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
989,"['assistant', 'Ċ', '<']",['assistant'],-0.0
990,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
991,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
992,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
993,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
994,"['assistant', 'Ċ', '<']",['assistant'],-0.0
995,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
996,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
997,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
998,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
999,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1000,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1001,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1002,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
1003,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1004,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1005,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1006,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1007,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
1008,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1009,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1010,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1011,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1012,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
1013,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1014,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1015,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
1016,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
1017,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
1018,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1019,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1020,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1021,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
1022,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
1023,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1024,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1025,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1026,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1027,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
1028,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1029,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1030,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1031,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1032,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
1033,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1034,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1035,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1036,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1037,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
1038,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1039,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1040,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1041,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1042,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
1043,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1044,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1045,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1046,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1047,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
1048,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1049,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1050,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
1051,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
1052,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
1053,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1054,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1055,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1056,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
1057,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
1058,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1059,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1060,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1061,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1062,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
1063,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1064,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1065,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1066,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1067,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
1068,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1069,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1070,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1071,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1072,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
1073,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1074,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1075,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1076,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1077,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
1078,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1079,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1080,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1081,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1082,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
1083,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1084,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1085,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
1086,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
1087,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
1088,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1089,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1090,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1091,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
1092,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
1093,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1094,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1095,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1096,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1097,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
1098,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1099,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1100,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1101,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1102,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
1103,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1104,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1105,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1106,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1107,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
1108,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1109,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1110,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1111,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1112,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
1113,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1114,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1115,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1116,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1117,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
1118,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1119,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1120,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
1121,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
1122,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
1123,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1124,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1125,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1126,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
1127,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
1128,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1129,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1130,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1131,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1132,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
1133,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1134,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1135,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1136,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1137,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
1138,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1139,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1140,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1141,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1142,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
1143,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1144,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1145,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1146,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1147,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
1148,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1149,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1150,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1151,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1152,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
1153,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1154,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1155,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
1156,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
1157,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
1158,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1159,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1160,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1161,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
1162,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
1163,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1164,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1165,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1166,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1167,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
1168,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1169,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1170,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1171,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1172,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
1173,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1174,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1175,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1176,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1177,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
1178,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1179,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1180,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
1181,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
1182,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
1183,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
1184,"['assistant', 'Ċ', '<']",['assistant'],-0.0
1185,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
